text,employment
"백엔드 개발자로 새로운 진로를 정하고 여러 교육기관을 알아보던 중 멋쟁이사자처럼 백엔드 스쿨을 알게 되었습니다.  다른 곳과는 다르게 주차별로 커리큘럼이 다양하여 실무에서 필요한 여러 기술들을 배울 수 있을 것 같았고, 단계별 미션이나 백엔드 위키, 도메인 특강과 같은 학습 서비스가 단기간에 개발자로서의 역량을 강화하는데 큰 도움이 될 것 같아 주저 없이 선택하게 되었습니다. 
제가 개발자라는 직업에 흥미를 갖게 해준 것은 Python이었습니다. 직장을 다니던 중 Python을 배워두면 일에 도움이 된다는 지인의 말에 유튜브에서 파이썬 강의를 들은 적이 있습니다.  강의를 따라 코드를 입력하고 결과값을 보는 것이 재밌기도 했고, 중간중간 퀴즈를 풀며 제 풀이와 다른 사람의 풀이를 비교하고, 더 나은 풀이 방법을 고민하는 시간도 즐거웠던 것 같습니다. 최근 직장 일이 적성에 맞지 않아 진로를 고민하던 중  파이썬을 재밌게 공부했던 기억이 떠올라 Java를 공부하고 있으며, 더 늦기 전에 개발자에 도전해 봐야겠다는 생각에 직장을 그만두고 이렇게 시작하게 되었습니다. ",
"KDT 백엔드 스쿨에 지원하게 된 가장 큰 동기는 전문 지식의 습득과 현업에서의 실질적인 활용 가능성에 있습니다.
IT산업이 급속도로 발전하는 현대 사회에서 단순 지식을 알고 있는 것만으로는 충분하지 않다고 생각하였습니다. 실제로 현장에서 문제를 해결하고 팀원들과 협업하면서 1인분 이상의 역할을 해내기 위해서는 깊이 있는 전문 지식과 그것을 실무에 적용할 수 있는 능력이 필수적이라고 생각합니다.
이러한 생각을 바탕으로 여러 교육과정을 알아보던 중 KDT 백엔드 스쿨이 그 해답이 될 수 있다고 확신하게 되었습니다.
KDT 백엔드 스쿨은 단순 이론적인 지식 전달에 그치지 않고 실제 산업 현장에서의 요구사항과 최신 기술 트렌드를 반영한 커리큘럼으로 구성되어 있었습니다.
이를 통해 학습자들이 실무에 보다 적합한 전문가로 성장할 수 있는 환경을 제공한다는 점에서 큰 매력을 느꼈습니다.
또한 현대 IT산업에서 백엔드는 사용자의 요청을 처리하고 데이터를 안정적으로 관리하는 핵심적인 역할을 담당하고 있습니다.
이러한 백엔드의 중요성을 깊게 이해하며 그 안에서의 다양한 문제 해결과 최적화 과정에 큰 흥미를 느끼게 되었습니다.
이는  제가 백엔드 분야에 장기적으로 몰입하고 지속적으로 성장하고자 하는 큰 동기가 되었습니다.",
"멋쟁이사자처럼을 알게 된 것은 친구가 미 해커톤에 참여해서 수상을 하고 좋은 경험을 했다고 해서 처음 알게 되었습니다. 졸업 후 원하는 직무를 수행하기 위해 능력이 부족하다고 생각하여 추가적인 교육이 필요하다고 판단했습니다. 이후 교육을 받기 위해 다른 과정들을 찾아보고 비교했을 때 국비지원으로 진행되는 점과 온라인으로 진행할 수 있는 해당 백엔드 스쿨이 현재 저의 상황에서 가장 적절한 과정이며 후기나 다른 아웃풋을 봤을 때 가장 비전이 있다고 판단했습니다
 저의 시작은 중학생 때 막연한 꿈이었습니다. 대학에 관련 대학에 진학해서 코드를 처음 봤습니다. 처음은 JS를 이용한 프론트엔드였습니다. 확실히 진입장벽이 낮다고 느껴졌으며 html이나 CSS를 만지면서 시작했습니다. 하지만 JS를 적용하고 react를 사용하게 되면서 난이도가 올랐으나 그래도 할만하다고 재미있다고 생각했었습니다. 하지만 프론트엔드를 계속 배워서 10년 뒤에 제가 뭘 하고 있을지 생각했을 때 어떤 회사에 가든지 결국 같은 일을 하고 있을 거 같다는 생각이 들었습니다. 그래서 그전부터 관심 있었던 java 강의를 청강하게 되면서 전보다 더 흥미와 더 넓은 확장성을 느끼게 되어 전향하게 되었습니다.",success
"42서울에서 진행했던 오픈 프로젝트로 백엔드 개발을 처음 접하게 됐습니다. 당시에는 단순히 CSS를 하기 싫다는 이유로 백엔드 파트에 지원했지만, 프로젝트를 진행하며 직접 유저의 눈에 보이는 부분은 아니지만 필요한 데이터를 적절히 뽑아 잘 정리해서 보내줘야 한다는 부분에 흥미를 느꼈습니다. 학창시절 남들 눈에 띄는 학생은 아니었지만 묵묵히 할 일을 하며 주변에 도움을 주던 제 모습과 닮았다고 느꼈습니다. 물론 기본적인 CRUD 정도만 구현해서 재미를 느낀 건 아닌지 의문도 들었습니다. DB 구성은 어떻게 해야 데이터를 효율적으로 관리할 수 있는지, 코드는 어떻게 작성해야 재사용성을 높일 수 있는지 등 아직 공부해야 할 것이 많습니다. 이런 고민들이 어렵긴 하지만, 새로 알아갈 때의 즐거움이 있기에 계속해서 흥미를 잃지 않고 학습할 수 있게 해줍니다. 이후로도 여러 프로젝트를 진행하며 백엔드 개발을 할 때 몰입하여 공부하는 제 모습에 다른 어떤 것도 이보다 재밌게 공부할 수는 없다는 것을 느꼈습니다. 어떤 언어와 프레임워크를 선택해야 할지 몰라서 고민하던 중, 올해 캡스톤프로젝트 수업에서 Java에 Spring Boot를 이용해 프로젝트를 진행하게 됐습니다. Java도 오랜만에 사용해보고 Spring Boot는 처음이라 어려움이 많았는데, 그저 온라인으로 강의 몇 개 듣고 인터넷에서 찾은 코드들을 참고하여 코드를 완전히 이해하지 못해도 일단 기능이 동작하게 대충 구현만 했을 뿐이라는 생각에 답답했습니다. 시간에 쫓겨 깊게 공부하지 못한 아쉬움이 남았고 제대로 공부해서 잘 사용하면 굉장히 편리한 프레임워크라고 생각이 되어 Java와 Spring Boot를 계속 공부해보고자 했습니다. 마침 KDT 백엔드 스쿨을 접하게 되었고, 지금의 저에게 가장 필요하고 도움이 되는 교육이라고 생각합니다. 단순히 Java와 Spring Boot만 배우는 것이 아니라, 서비스를 배포하고 더 심화적인 부분까지 직접 프로젝트를 통해 배울 수 있다는 점이 굉장히 가치있게 느껴졌습니다.",
"항상 코딩에 관심은 있었습니다. 주변에서 컴퓨터에 대한 선입견을 가지고 원치 않았기에 저는 다른 직종으로 일을 시작했습니다. 그러던 중 최근 본래 하던 일에 대한 회의가 들기 시작하여 이런저런 다른 일들을 알아보다 지인들 중 코딩을 하는 분들이 눈에 띄었습니다. 소통하는 모습에서 전문성이 느껴지고 그 열정적인 모습이 매력적이었습니다. 또한 끝없이 학습을 해야 한다는 직업적인 특성이 누군가에겐 단점으로 느껴질 수 있겠지만 저에겐 무한한 기회이고 장점이라고 느껴져 이 개발자라는 직종에 큰 매력을 느꼈습니다.
비전공자로서 새로운 업무에 적응한다는 것은 쉽지 않기에 그 시작 또한 신중해야 한다고 생각합니다. 그렇기에 제가 가장 중요시하는 부분은 기초입니다. 수많은 잔재주보다 중요한 것은 믿음직한 단 하나의 특기라고 생각하기 때문입니다. KDT 백엔드 스쿨의 커리큘럼은 그런 의미에서 저에게 확신을 주었습니다. 짧지 않은 시간을 제가 온전히 투자할 가치가 있다고 느낀 이 과정에 저는 지원하고 싶습니다",success
"우연히 컴퓨터 사이언스에 관심을 가지게 되면서 처음에는 DB에 관심을 가졌습니다. 어릴 때부터 도서관을 좋아했는데, DB에 정보를 저장하고 정렬하고 불러내 사용하는 것에서 비슷한 느낌을 받았습니다. 그러다가 DB와 웹을 연결하고 오가는 데이터를 다루는 전문 분야가 있다는 것에 매력을 느꼈고, 조금 더 알아보다 보니 전체적인 논리와 효율을 따지는 일이 재밌어 보여서 백엔드를 지망하게 되었습니다. 정보를 찾아보면서 웹 개발에서 프론트를 고려하지 않은 것은 아니지만, 개인적으로 UI에 대한 특별한 호불호나 불편함을 못 느끼고, 디자인 감각이 없어서 프론트에는 관심을 두지 않았습니다. 다만 필요에 의해 기본적인 정도의 HTML&CSS 지식만 익혔습니다. 백엔드는, 사용자 경험에 대한 설문조사나 디자인 감각이 필요한 프론트에 비하여 시간과 공간 복잡도 측면에서 좋은 결과물의 기준이 비교적 명확하다고 생각합니다. 이러한 부분이 또 하나의 매력으로 다가왔고, 최근에는 보안에도 흥미를 가지며 이러한 생각은 강해졌습니다. KDT 백엔드 스쿨의 커리큘럼을 여러번 살펴보았는데, 요구서를 통한 미션이나 백엔드 위키 과제 등 취업을 위해서, 또 좋은 개발자가 되기 위해서 해야하지만 혼자서는 시작하기 힘든 일들에 대한 과제가 많이 있다는 것을 알고 큰 도움이 될 것이라고 판단했습니다. 이에 이번 KDT 백엔드 스쿨을 통해 백엔드 개발자로서 당당히 한 걸음을 내딛어 보고자 합니다.",
"개발자로 입문을 한 것은 정부에서 지원하는 취업성공패키지를 통해 개발자로써의 공부를 시작했습니다.
당시의 교육이 끝나고 진정한 개발자가 되기 위해서는 더 많은 공부가 필요할 것이라고 느꼈고 이를 위해 대학교 진학과 꾸준한 학습을 진행해 왔습니다.

이렇게 오랜시간 공부를 하게 된 것은 다른 분야에서 일을 하면서 전문성 없이 일을 하다 큰 회의감에 빠져
전문성을 요구하는 일을 할때는 전문성이 있어야 한다라는 생각이 머리속 깊숙히 박혀있었습니다.

졸업을 앞두고 이제는 더 빠른 성장을 하고자 KDT교육을 찾았고
이제는 약 6개월이라는 기간이 현재의 제 인생에 있어서는 짧은 기간은 아니라고 생각하고 있습니다.
그렇기에 다양한 KDT 교육들의 후기와 개강 시기들을 살펴보았고
전문적으로 하는 곳은 많으나 기수별 개강이 격주로 일어나는 KDT 교육기관 많아
많은 학생을 상대하는 교육기관은  피하는 것이 좋다고 생각하며 교육을 찾았습니다.

멋쟁이사자처럼에서는 제가 생각한 위 조건 뿐만이 아니라 
멋쟁이사자처럼에서 진행하는 KDT는 열심히 성장을 하려는 사람들이 많이 모일 것 같습니다.
저 또한 성장을 중요시 여기지만 이러한 생각을 가진 사람들과 함께 하는 것이 중요하다고 생각합니다.

유튜브에서 진행해주신 사전 설명회, 찾아 본 많은 후기들에서는  저를 이 교육에 매료되게 만들었습니다.",
"저는 끊임없이 도전하고 그 도전을 즐기는 사람입니다. 
대학교 전공과 전혀 다른 길이기에 두렵기도 합니다. 하지만 두려워 한다고 해서 지금 나의 상황이 변하는것이 아니기 때문에 저는 새로운 길을 가려고 도전하게되었습니다. 
이왕 도전 하게 된것 두려워 하지말고 즐기고싶습니다. 

새로운 영역을 아직 배우는 중이기에 다른사람들보다 배움의 깊이도 다를것이고, 아직 제 실력에 만족을 못했기에 이 실력으로 취업시장에 뛰어들기에 부족하다 생각하여 도전하게되었습니다.
실력은 많이 부족하지만 도전이 없으면 성공도 없기에 실패하더라도 도전해보려 합니다. 

다양한 부트 캠프들과 여러 과정들중에 멋사를 선택하게 된 이유는 아기 사자가 되고싶어서 입니다.
다른 개발자분들의 블로그글을 보다가 저와 비슷한 나이 또래의 분들이 대학교 동아리를 통해 멋사에 가입하시고 회고를 남기신걸 보고 처음 멋사 라는 단어를 접하게 되었습니다.  
만약 내가 대학교를 다닐때, 코딩을 접했더라면, 코딩에 관심이있었다면 이란 상상을 하며 아직도 늦지 않았다고 생각했기 때문에 코딩을 배우게 되었으니 대학생때의 열정으로 공부하고싶기 때문에 멋사를 선택 하게 되었습니다. 


",
" 실무 수준의 프로젝트와 기초복습 반 아기사자반 그리고 여러 도메인 특강을 진행하는 것에 지원하게 되었습니다. 저는 비전공자이고 작년까지만 해도 코딩에 대해 정말 무지했던 사람입니다. 그래서 타 스쿨들이 강조하는 취직률과 취직한 곳들보다는 진짜 내가 백엔드 개발자로서 기초와 기본기를 제대로 다질 수 있는지와 백엔드 개발자의 업무 진행 방식에 대해서 경험할 수 있는지를 중점적으로 찾던 중 멋쟁이 사자처럼의 백엔드 스쿨이 제가 찾던 곳이었습니다. 앞서 두가지 뿐만 아니라 저처럼 첫걸음을 떼는 사람을 위한 기초복습 반을 운영하는 것에 취직이 주가 아닌 한 사람을 진짜 개발자로 키워내는 것에 집중하는 것이 깊은 인상을 남겨 지원하게 되었습니다.
 저의 어렸을 적 꿈은 승무원이었고, 꿈을 이루었습니다. 하지만 저는 수동적인 업무가 아닌 오랫동안 고민하고 생각하며 능동적으로 일을 해결해 나가는 것을 좋아했습니다. 그러나 승무원의 업무는 수동적인 업무가 많았고 발전하는 것 없이 항상 같은 업무만 계속해 나가며 머리를 쓸 필요가 없는 것에 저와 맞지 않다고 생각하게 되었습니다. 그러던 중 프로그래머가 되기 위해 공부하고 있던 지인이 풀리지 않던 코딩 그리고 오류를 해결 했을때의 희열에 관해 이야기하고 더 나은 개발자가 되기 위해 끊임없이 공부하는 모습을 보며 개발자가 갖추어야 할 여러 역량이 저와 잘 맞는다고 생각했습니다. 특히 백엔드는 프로그래밍에 있어 가장 기초가 되는 뼈대라고 생각합니다. 지금 클릭 한 번으로 들어가면 나오는 많은 웹 페이지들의 뼈대를 제가 구축하고 만들어 간다는 것이 큰 매력으로 느껴져 백엔드 개발자로서의 꿈을 갖게 되었습니다. 이렇게 첫발을 떼기까지 저 스스로 한계를 정하고 공학 쪽으로는 고개도 돌려보지 않았으니 난 안될 거라며 스스로를 부정하던 긴 시간이 있었습니다. 그러나 제 첫 꿈이었던 승무원이 되기 위해 긴 시간 노력해 이루었던 만큼 개발자라는 새로운 꿈도 시간이 오래 걸리더라도 백엔드 스쿨에 열심히 참여하여 꼭 이루어 내고 싶습니다.",
"저는 제대로 된 백엔드 개발자로 성장하고 싶어서 백엔드 스쿨을 선택하게 되었습니다.
그동안 개발 공부를 해오면서 아두이노, 안드로이드, 웹 등 여러 분야를 경험해볼 수 있었습니다.
그중 Java 언어를 활용해 개발하는 게 좋았고 처음에는 안드로이드를 택했었습니다.
하지만 앱을 만들고 유지보수할 때는 Java를 사용하는 비중보다 화면구성을 신경 써야 하는 시간이 더 많았었고, Java를 활용할 수 있는 다른 것을 찾아보다가 Spring을 알게 되었습니다.
Spring을 활용하면 개발을 좀 더 수월하게 할 수 있었고 개발에 더 재미를 느낄 수 있었고, 무엇보다 눈에 직접 보이는 것 보다 기능이 정상적으로 동작하도록 구현해내는 것이 멋지다고 생각하여 백엔드 개발자라는 직업을 선택하게 된 것 같습니다.
그렇게 Spring을 알게 된 후 지금까지 Spring을 공부하고 프로젝트에 사용해보면서 기능 구현에 막히는 경험을 많이 하게 되었습니다.
강의를 들으면서 만들어보고 있는 개인 프로젝트에서는 기능 하나하나를 만들 때마다 처음 구현해보는 기술들이었기에 벽에 부딪히는 느낌을 받게 되었고 구현하게 되더라도 시간이 너무 많이 소요되는 것이 느껴졌습니다.
그렇게 계속 흘러가다 보니, 제대로 된 프로젝트 완성은 고사하고 제대로 개발하고 있는지에 대해 판별하기가 어려웠습니다.
그렇기에 제대로 된 백엔드 개발자로 성장하기 위해서 백엔드 스쿨에서 관련 지식에 대해서 구체적으로 배우고 여러 프로젝트 경험과 협업을 해봐야겠다는 생각이 들었고, 동시에 주변에 모르는 것을 물어보고 피드백을 받을 수 있는 환경에서 공부하면 좋겠다는 생각이 들어 멋쟁이사자처럼의 KDT 백엔드 스쿨을 선택하게 되었습니다.",
"군대를 제대한 뒤 진로에 대해 고민하던 중 그 당시 친국 중 한명이 컴퓨터 공학과를 복수 전공하는 것을 보고 흥미가 생겨 학교 수업을 들으며 코딩을 처음 접하게 되었습니다. 처음 C언어를 접하고 기초적인 것들만 배웠을 뿐이었지만 코드를 작성했을 때 생각했던 대로 이 코드가 동작하는 것을 보고 개발자가 되고 싶다는 생각을 처음으로 하게 되었습니다. 그 이후로 본격적으로 컴퓨터 공학을 복수 전공하며 수업을 듣기 시작했고 개발자로 취업하겠다는 목표를 가지게 되었습니다. 컴퓨터 공학과를 복수 전공하며 코딩에 재미를 느껴 막연히 개발자의 꿈을 꾸게 되었지만 실제로 취업을 하려 하니 쉽지 않더라는 생각하게 되었습니다. 제가 진행해본 프로젝트라고는 졸업 프로젝트로 진행한 시각 장애인을 위한 길 안내 서비스 하나뿐이었고, 이 또한 스프링으로 진행한 프로젝트가 아니기 때문에 백엔드 개발자를 꿈꾸는 저로서는 개발자를 꿈꾸시는 분들과 함께 상호 작용할 기회가 필요하다고 생각했습니다. 또한 어느덧 만 27살로 20대 후반으로 접어드는 나이에 이제는 개발자로서 경력을 시작해보고 싶다는 간절한 생각이 들었습니다. 멋쟁이 사자를 통해 취업이라는 목표를 한번 달성해보고 싶다는 간절함을 가지고 지원하게 되었습니다.",success
"저는 중학교, 고등학교 때는 공부와는 거리가 먼 사람이었습니다. 그래서 고등학교도 공업 고등학교를 졸업하여 사회에 일찍 취업을 해서 기술을 배워서 자격증을 따고 경력을 얻는 게 목표였습니다. 그렇게 얻은 자격증과 경력으로 일본에 가서 취업을 한번 도전을 해보고싶었습니다. 그래서 사회를 나와서 대구에 일본어 학원에 가서 일본을 배우면서 자격증을 같이 공부하는 와중 학원 교수님이 해외에 취업을 하려면 대학교증이 필요한데 한번 대구에 있는 일본에 취업이 잘되는 컴퓨터과 가 있는데 한번 도전해 볼래 라는 질문을 받았습니다. 처음에는 내가 할 수 있을까라는 의문이 생겼습니다 하지만 한번 대학교라는 곳도 한번 도전해 보고 싶다는 생각이 들었습니다 그렇게 운 좋게 대학교에 들어가 처음으로 코딩이라는 것을 배우는데 너무 어렵고 힘들었지만 새로운 것을 배우고 도전하는 것이 너무 재미있었습니다. 그렇게 대학교 과정에서 처음으로 접한 파이썬을 배우고 그다음으로 자바를 배우면서 자바에 대한 흥미가 생겨 스스로 자바, Spring이라는 것을 공부하면서 Spring에 대해 공부해 보고 싶다는 생각이 들어 1학년을 마치고 잠시 휴학을 선택해 부트 캠프를 도전하게 됐습니다.",
"  저는 지금 1년 반 가까이 콜린성 두드러기라는 질병을 앓고 있는 상황입니다. 땀이 나지 않아 피부를 통해 열을 배출할 수가 없어 어떤 이유로든 체온이 오르면 피부를 통해 빠져나가지 못하는 열로 인해 큰 통증을 겪는 두드러기입니다. 다행히 차도가 있어 작년보다는 상당히 증세가 괜찮아졌지만 여전히 약을 먹지 않으면 몸을 격하게 움직이거나 주간에 실외 활동을 하긴 아직 버거운 상황입니다. 생산적인 활동을 하기 힘든 사이에 지금 자신이 할 수 있는 것, 하고 싶은 것이 무엇이 있는지 열심히 고민하며 선택한 게 자택에서도 취업을 전제로 한 전문적인 온라인 공부가 가능하다는 것을 알고 있는 프로그래밍이었습니다. 그 중 프론트엔드와 백엔드가 나뉘어있다는 걸 알고 보다 고도의 지식을 익혀야 하며 그로 인해 구인하는 입장에서 더욱 선호되는 백엔드 개발자에 매력을 느꼈습니다. 
  KDT 백엔드 스쿨을 알게 된 계기로는, 국민내일배움카드를 사용하며 K-디지털 트레이닝 과정이 있는 건 알고 있었지만 온라인보다는 오프라인 대면 강의 위주라고 생각하고 있었고 너무 전문적인 과정인 것 같아서 선뜻 지원할 생각은 하지 못하고 있었습니다. 그러다 최근 온라인 개발자 준비 과정들이 여럿 나오고 있다는 것을 알고 본 과정을 접하게 되었습니다. 여러 과정 중에서도 신청해둔 사전 설명회에서 매니저님과 강사님께서 설명해주시는 내용을 듣고 지원할 결심을 굳히게 되었습니다. 비전공자도 배려하는 세심한 교육 과정과 지원, 진로 방향성을 잡지 못한 사람들을 위한 멘토링, 실무를 고려한 타인과 함께 진행하는 프로젝트, 취업 지원 등 자신에게 필요한 것들이 있다는 확신을 받았습니다. 현재 몸 상태로 인해 진로에 대한 걱정이 가득할 때 보석 같이 찾아낸 너무나도 간절한 기회이기 때문에 꼭 참여하고 싶다고 생각했습니다.",
" 저는 자율전공학부로 대학 진학한 상태에서 필수 교양 과목을 통해 우연히 접한 프로그래밍에 흥미를 느끼고 2학년 때 컴퓨터 공학 관련 전공으로 진학을 하게 되었습니다. 교양 강의에서는 남들보다 수업을 잘 따라가는 편이었기 때문에 프로그래밍에 단순한 호감,흥미를 느끼고 가벼운 마음으로 전공을 선택했는데 전공수업에서는 훨씬 복잡하고 어려운 것을 배우게 되어 당황스러웠던 경험이 있습니다. 당시에는 1학년 때 놓쳤던 과목들을 들으면서 2학년 과정도 따라가야했기 때문에 벅차기도 하고 적응에 어려워 전공에 대한 흥미를 잃어가기도 했습니다. 그러던 중 방학 때 학과에서 주관하는 2학년 대상 교육을 듣게 되었습니다. 6주 프로그래밍 집중 교육이었는데 python, html/css 등 강의를 수강한 후,주어진 해커톤 기간동안 팀프로젝트를 하는 방식이었습니다. 팀프로젝트에서 제가 맡은 역할은 Bootstrap 및 Html, Css를 활용하여 웹사이트의 프론트엔드 개발이었습니다. 의도한대로 웹사이트의 화면 구성이 구현되는 것을 보면서 개발에 대한 흥미를 다시 느끼게 되는 계기가 되었고 . 인생 첫 해커톤과 웹개발 프로젝트 경험은 저에게 신선한 자극이 되었습니다. 또한 팀프로젝트 진행 중 늦게 결정한 전공으로 부족한 실력에 팀원들에게 피해를 주고싶지 않았고 스스로도 주눅들기 싫다는 생각이 들었고 하루 5시간동안 강의 내용을 복습,실습을 하면서 강의를 이해하는데 많은 노력을 기울이는 등 따로 보충학습을 하는 동력이 됐습니다. 팀 단위의 해커톤과 단기간 집중 교육으로 성장을 크게 체감한 개인적 경험이 있기 때문에 팀 단위 협업 프로젝트를 중심으로 6개월동안 학습에 몰입할 수 있는 멋쟁이 사자처럼의 프로그램이 많은 도움이 될 것이라고 확신할 수 있었습니다. 또한 저는 프론트엔드 개발 경험으로 흥미를 느껴서 개발자를 꿈꾸게 되었지만 최종목표로는 프론트엔드, 백엔드 구분 않고 활동 가능한 풀스택 개발자를 바라보고 있기 때문에 백엔드 스쿨에 지원하게 되었습니다.",
"백엔드 개발자로 취업을 희망하는 TO BE 개발자로서 대학교 소프트웨어 전공생 시절부터 개발자 진로를 목표했으나, 군 전역 후 독학을 진행하며 개발자로서 성장의 과도기를 겪고 있습니다. 백엔드 분야에서 기술적, 경험적인 성장을 이루고 개발자로 커리어를 시작하고 싶다는 의지를 이유로 KDT 백엔드 스쿨에 지원했습니다.  
KDT 백엔드 스쿨은 과정의 치밀함과 수강생의 역량을 합쳐 가장 큰 폭의 성장과 배움을 만들 수 있는 교육 프로그램입니다. 그 중에서도 멋쟁이사자처럼의 KDT 백엔드 스쿨은 사람과 기술을 연결하고, 한계 없이 도전한다 를 모토로 교육 과정 속에서 끊임없이 협업함으로서 스스로 성장하는 개발자 생태계를 조성한다 는 가치와 강점을 가지고 있기 때문에 선택하게 되었습니다.
테킷의 최고의 강사진 분들과 함께 저 자신이 역량이 있는 인재로 성장이 가능함을 증명하고, 더 나아가 함께 배운 지식을 공유하며 교육 과정 속에서 긍정적인 에너지를 불어넣을 수 있는 개발자가 되겠습니다. 

과거 사용자가 사용할 수 있는 플랫폼을 구축하자는 목표를 가지고 대학교 소프트웨어 복수 전공을 이수했으며,
대학교 전공생 시절 프로젝트 실패 경험을 계기로 백엔드 개발자가 되기로 결심하였습니다. 프로젝트 진행 당시 저는 프론트엔드 역할과 조장을 맡았으며 실패했던 프로젝트는 Flutter를 활용한 신분증 모바일 앱 이었습니다. 팀 조장으로서 데이터 흐름과 전체 서비스를 구성하는 과정에서 백엔드에 대한 지식 부족으로 앱 구현에 실패했습니다. 실패한 프로젝트를 리뷰하며 화면 이면에서 일어나는 데이터 흐름과 시스템에 관여하는 백엔드 분야에 관심을 가지게 되었습니다. 이를 바탕으로 현재까지 자바를 통해 구현한 로직의 성능을 개선하기 위해 오랜 시간 걸쳐 알고리즘을 적용하고 수정하는 백엔드 학습을 진행하고 있으며, 성능 개선에 대한 개발자로서 성취감을 느끼고 있습니다. 따라서 현재는 사용자가 플랫폼에 장기간 머무를 수 있는 시스템 안정성을 공급하는 백엔드 개발자를 꿈꾸고 있습니다.",success
"멋쟁이사자처럼 의 백엔드스쿨 은 추구하는 방향성을 읽고 다른 곳과는 다르게 미래 지향적이고 소통을 중요하게 생각한다는 느낌을 받았습니다 그래서 선택하게 되었고, 기초부터 처음부터 배울 수 있다는 점에서 부담 없이 다가올 수 있었습니다. 개발자를 꿈꾸게 된 이유는 저의 아이디어를 구체적으로 실현 시킬 수 있는 프로그래밍을 배우고 싶어서 지원했습니다. 그로 인해 도움을 필요로 하는 사람에게 도움을 주는 삶을 살고 싶었습니다. 처음에는 코딩 교육 사이트인 생활코딩 에서 독학을 할려고 하니 웹을 만들어본 경험도 없다보니 어디서부터 어떤 순서로 만들어야 할지 감을 잡을 수가 없었습니다. 결국엔 공부를 하고 능력을 키우긴 위해서는 한 분야에 대해 전문가가 되어야겠다고 생각했고, 좋아하는 분야에 대해서 공부를 한다면 남들보다 더 빨리 전문가가 되어 능력을 갖출 수 있다고 생각했습니다. 그러던 중 주위 지인들에게 멋쟁이사자처럼 교육을 받은 후배들이 정말 괜찮았다고 얘기를 들어서 지원을 하게 되었습니다.",
"저는 Node.js로 개발을 진행하다가 업무로 인해 JAVA, Spring에 대해서 학습하게 되었습니다. Node.js에서와 다르게 Spring의 생태계는 엄청나게 거대했고, 기술에 대해서 공부를 하게 되면서 백엔드 개발에 필요한 부분에 대해서 다시 한번 학습을 하게 되었습니다. 하지만 독학으로는 일정수준까지 빠르게 학습하는 것이 어려웠고 이에 교육을 듣는것에 대한 필요성을 느끼게 되었습니다. 그래서 멋쟁이사자처럼이라는 교육을 찾게 되었고 여러 교육경험을 가지고있는 여기라면 성장하기에 좋은 환경이라는 확신이 있었습니다. 기초적인 부분을 잘 쌓아서 어느정도의 트래픽을 경험해보고 안정적인 코드를 작성하는 백엔드 개발자가 되고 싶습니다. 그래서 좋은 동료들과 함께 하는 경험이 필요하다고 생각합니다. 어느정도 분석과 학습을 마치고나서 동료와 같이 분석한 내용에 대해서 토의를 하고 그에 대한 내용을 문서화하면서 한번 더 개념을 정립하면서 프로젝트를 진행하며 동료와 함께 성장하고 싶습니다. 프로젝트를 진행하면서 새로운 것에 대한 도전, 내가 아는 내용을 다른 사람들에게 잘 전달하는 것, 현재 프로젝트에서 필요한 기술이 무엇인지에 대한 판단과 마지막으로 동료들과 함께 역할을 나누면서 서로의 파트에서 도움을 줄 수 있는 것이 협업이라는 사실을 알고 이곳에서 최선을 다해 임하고 싶습니다. 단순히 경쟁을 하는 것이 아닌 협력을 통해서 조금 더 나은 결과를 얻어낼 수 있다는 것을 깨달았습니다.",
"내가 개발자가 되고 싶은 가장 큰 이유 중 하나는 어떠한 포맷이나 다른 제약 없이 내가 생각한 대로 결과물을 만들어낼 수 있다는 것이었다. 특히 코로나 시대를 겪으면서, 비대면에 필요성과 장점을 알게 되었고, 앞으로 미래에는 비대면이 더욱 더 중요해지겠구나라는 방향성에 대해 알게 되었다. 나는 장교로 군 복무를 하며 리더십에 대한 능력을 키우고 싶어 지원했지만 리더십을 키울 수는 있었지만, 결과를 내는 생산적인 일보다는 소비에 가까운 일을 하기 때문에 내가 생각대로 결과를 낼 수 있는 개발에 더욱 관심을 갖게 되었다. 처음부터 백엔드 개발자가 되고 싶었던 것은 아니나, 정해진 시간 내에 더욱더 집중해서 백엔드 과정에 대해 배워 보고 싶었고, 이를 활용하여 최종적으로 나는 풀스택 개발을 하는 개발자가 되고 싶다. 내가 학원을 정하는 부분에 있어 가장 중요하게 생각하는 것은 운영진과의 소통과 비전공자가 수업을 잘 따라갈 수 있을지였고, 많은 학원들과 부트캠프들이 있었지만 KDT의 여러 후기들을 보고, 온라인으로도 효율적으로 배우면서 소통 할 수 있구나 생각이 들었기에 KDT 백엔드 스쿨을 선택하게 되었다. ",
