text,employment
"저는 산업디자인과 전공 후 문화기획 분야에서 일을 하고 있습니다. 좋아하는 분야이지만 급여나 워라밸이 만족스럽지 못해서 장기적으로 커리어 전환이 필요하다는 생각이 들었습니다. 그래서 유망 직종을 알아보다가 데이터 분석 분야를 알게 되었습니다. 데이터에 근거해서 비즈니스 방향을 제시하는 점이 매력적이라고 생각했습니다.
기존에 데이터 분석 경험은 없지만 제가 산업디자인과에서 세부전공으로 시각정보디자인을 전공했는데 분석한 데이터를 시각화하는 과정에서 기존의 전공이 조금은 도움이 되지 않을까 생각합니다.",
"학부시절 컴퓨터학과 학부연구생으로 근무하며 데이터 분석에 대한 관심을 키우게 되었습니다. 졸업 직후 약 2년 5개월 가량 금융권 리스크 분석 섹터에서 근무한 경험은 금융 도메인지식을 쌓을 수 있는 시간이었으나 체계적인 데이터 분석 공부의 필요성 역시 느낀 시간이었습니다. 데이터 분석 스쿨 3기에서 이를 체계적으로 공부하고 싶습니다.

1. 뉴스 헤드라인 크롤링
과거 한국ESG기준원 인턴 근무 당시 자기계발을 위해 공부했던 파이썬을 활용하여 업무를 개선했습니다. 너무 많은 시간이 투입되었던 기존의 방식 대신, 파이썬 코드를 찾아 크롤링을 시도하며 특정 키워드에 대한 100여 개의 기사를 편리하게 수집 및 공유하였습니다. 

2. 주식 자동매매 
퇴사 후 데이터 분석 기본기를 다지기 위해 퀀트를 공부하며 파이썬과 SQL, 그리고 크롤링에 이르기까지 유튜브 영상과 책을 찾아보며 독학하였습니다. 이를 토대로 주식 자동매매 프로그램을 만들어 소액 투자하고 동시에 기업 분석 활용 틀을 파이썬으로 자동화 할 수 있는 방법을 공부 및 구현하며  데이터 분석 경험을 쌓았습니다.",
" 가족 중에 개발자 업무를 하는 사람이 있어서 정보처리에 대한 중요성 부분을 옆에서 느낄 수 있었습니다. 그러던중 뭔가 정보를 모으고 활용하는걸 좋아하는 성격이며 그와 관련된 분야를 찾던 도중 데이터 분석가에 대해 알게 되었습니다. 전공과는 무관하다고 볼 수 있는 비전공자라 따라가는 데 어려울 수도 있다고 생각하지만 배우는 자세로 열심히 준비하고 싶습니다.
데이터분석과 관련된 경험은 파트타임의 일을 할 때 고객들이 사간 물품과 매출을 보고서 발주를 한 경험이 있습니다. 어떠한 성향의 고객이 많이 오고 소비자층과 구매할만한 물건을 발주했던 기억이 있습니다. 그리고 어느정도 예상 내에서 판매가 되어서 좋았던 기억이 있습니다.",
"숭실대학교에서 융합특성화 자유전공을 함으로써 융합전공으로 빅데이터를 하게 되었고 빅데이터를 융합전공으로
배우다 보니 소프트웨어 쪽에서 가장 재미있었고 관심을 가지게 되었습니다. 학교에서 주전공이 아니기 때문에 취업을 하기에는 살짝 부족한 감이 있어서 이렇게 좋은 기회에 지원하게 되었습니다. 학교에서 빅데이터 수업에서 타이타닉에 대한 데이터로 어느 좌석이 제일 안전한지 등과 같은 데이터 분석을 했었고 동기들과 함께 날씨에 따른 교통사고 위험도 차이에 대한 분석과 같은 프로젝트도 진행했습니다. ",
"학부에서 사물 인터넷, 빅데이터, 머신 러닝 등의 과목을 수강하면서 일상에서 인지하지 못했던 부분까지도 많은 데이터들이 쏟아지고 있다는 것을 알게 되었습니다. 해당 과목을 가르쳐주시는 교수님들은 모두 다른 분이셨지만, 일관되게 말씀하시던 내용이 방대한 양의 데이터들의 가치였습니다. 데이터의 종류와 이를 바라보는 관점에 따라 비즈니스 성과를 모니터링하고 의사 결정을 지원할 수 있고, 사용자의 패턴을 학습해서 예측 또는 의미 있는 정보를 도출하는 것 뿐만 아니라, 이러한 데이터들을 인공지능 기술에 적용하고 있는 만큼 인공지능 기술이 발전함에 따라 데이터의 힘을 재단할 수 없게 되고 있다는 것을 느끼게 되었습니다. 이에 데이터가 어떻게 분석되고 활용되는지 알고 싶었던 저는 대학원에 진학하여 데이터 분석 연구실에서 데이터 분석 연구 하게 되었습니다. 
대학원 재학 기간 동안 텍스트 분석에 관심을 두고 딥러닝을 공부하면서 자연스럽게 사전학습언어모델인 google의 BERT를 활용한 자연어처리 연구를 하였습니다. BERT를 활용한 하위 테스크 중에서도 문서 분류 테스크를 연구하였고, 문서 분류 테스크의 성능을 올리기 위해 사전학습언어모델인 BERT와 Autoencoder 모델을 활용하여 문서 전체 내용을 표현하는 문서 벡터와 별도로 주어진 키워드 정보를 함께 활용하여 문서 분류를 할 수 있는 방법을 제안하였고, 제안 방법론과 비교 모델들을 비교하는 실험을 한 결과, 제안 모델이 비교 모델들보다 정확도가 올라감을 확인하였습니다.",
"처음 데이터 분석에 관심을 가지게 된 계기는 고등학교 3학년 때 이다. 진로의 길을 찾기 시작했지만 하고 싶은 것도 없고 어떻게 준비해야 되는지도 몰랐다. 진로 선생님과 상담을 하면서 신설학과인 빅데이터공학과를 듣게 되었다. 도서관에서 빅데이터에 대한 책을 읽으면서 알게 되었다. 관심을 같게 된 계기는 책 속에 나왔던 예시인 월마트의 데이터 분석 예시를 보면서 데이터 분석에 흥미가 생겼다. 지금은 대표적인 예시로 알려져 있던 월마트의 데이터 분석을 통해 부모도 몰랐던 딸의 임신 소식을 먼저 알게 되어 육아용품을 광고로 보낸 사례를 읽고, 과거엔 가치가 없는 구매 목록 데이터를 가지고 고객의 상황을 예측하여 광고를 보내는 사례는 데이터 분석에 관심을 가지게 만들었다. 새로운 것에 관심이 많고 분석을 좋아하던 나에게 진로를 정하는 계기가 되었다. 
대학에 들어가서 데이터 분석 과제를 하게 되었다. 주제는 크롤링을 통한 자유 주제였다. 평소 게임이 취미던 나는 게임을 잘하기 위해서 상위 1% 유저들의 게임을 보거나 분석하여 내 플레이에 적용시키는 것을 통해 실력을 올렸다. 나의 취미생활과 과제를 합쳐서 해보면 좋겠다는 생각이 들었고 실행시켰다. 리그오브레전드 유저들의 순위와 플레이한 챔피언들 및 여러 정보를 알려주는 전적검색 사이트를 활용하여 상위 500위 유저들의 정보를 크롤링 하여 알지 못하는 게임에 대한 정보를 알고 싶었다. 먼저 말하자면 과제의 결과는 좋지 못했다. 승률 예측을 목표로 하여 크롤링을 시작하였지만 코딩 실력의 부족으로 인해 많은 부분을 데이터화 시키지 못하였고 승률 예측에서 유저 분석으로 노선을 바꾸게 되었다. 먼저 게임 분석 사이트에서 많이 플레이하고 승률이 좋은 캐릭터들의 순위를 측정한 것과 상위 유저들의 주요 캐릭터들이 겹치는 것을 예측하여 가설을 세웠다. 하지만 분석 후 결과는 비슷한 캐릭터 플레이를 보이는 유저들도 있었지만 대부분 자신들이 자주하여 익숙한 캐릭터를을 많이하고 또 그 캐릭터들로 승률이 높은 것을 알 수 있었다.",
"현대 다양한 기업에서 데이터 분석가를 필요로 하고 있습니다. 금융권에서 금융 거래 데이터를 활용하여 사기 탐지, 신용 평가, 투자 전략 개발 등 다양한 영역에서 데이터 분석을 수행하거나, 경제 예측 모델을 통해 시장 동향을 예측하고 기업의 의사 결정을 지원합니다. 금융권 이외에도 고객의 구매 패턴, 선호도, 이탈 원인 등을 데이터로 분석하여 효과적인 마케팅 전략을 개발, 고객 경험을 최적화 합니다. 이처럼 다양한 분야에서 활용되는 데이터 분석의 중요성을 알게 되었고, 멋쟁이사자처럼에서 데이터 분석가가 되기 위한 교육을 수강한다면 제 커리어에 도움이 될 것이라 확신하였습니다.

전공 수업인 데이터마이닝에서 공공데이터 csv파일을 활용하여 numpy, pandas로 KNN, Logistic Regression, Neural Network 모델을 도출하였습니다. 또한, 자연어처리 수업에서 한국어 NER 예측 모델을 만든 경험이 있습니다. tokens를 모두 붙인 후 공백으로 분리하여 단어의 시퀀스로 문장을 취급한 후 Hugging Face Transformers 라이브러리를 사용하여 미세튜닝을 통해 모델을 최적화하고 성능을 향상시켰습니다. 이후 해당 샘플로 예측 레이블과 실제 레이블과 비교했을 때 정확도 82%를 산출하였습니다.

팀원들과 졸음 감지에 따른 멀티탭 제어 IoT 프로젝트를 진행하며 다양한 각도, 사람, 배경에서 촬영한 눈을 3초 이상 감고 있는 시간을 기준으로 하여 Tensorflow model 데이터 수집과 모델 학습을 진행하였습니다. 이미지 크기를 표준화하고, 자동 데이터 라벨링을 할당하여 데이터 전처리 후, 모델을 구축하였습니다. 이를 기반으로 마침내 face detection-eye detection 순서로 감지 후 눈을 3초 이상 감고 있을 때를 졸음으로 판별하는 정확도 80%인 딥러닝 모델을 구현하였습니다. 딥러닝 모델을 활용하여 필요한 다른 기능들을 구현하며 프로젝트를 성공적으로 마무리하였으며, A+라는 좋은 성적을 거둘 수 있었습니다.",
"데이터 분석과 관련된 전공 수업을 들으며 다른 어떠한 분야보다 제가 가장 흥미를 느꼈으며 공부함에 있어 가장 몰입도가 좋았습니다. 또한 제가 살면서 이루고자하는 점이 미래에 도움이 되는 사람이 되보자 인데 데이터 분석은 분석을 통하여 미래를 예측할 수 있다는 점에서 기업 혹은 나라, 환경 어떠한 종류에도 큰 기여를 할 수 있다고 느끼게 되어 데이터 분석에 더 큰 흥미를 가지게 되었습니다.
데이터 분석을 접하고 나서는 관련된 지식을 얻기 위해 학원도 다녔으며 관련 자격증도 취득하였습니다. 각종 공모전에도 참여한 경험이 있으며 데이터 분석에 대해 깊게 알고자 과의 교수님과 따로 시간을 내어 머신 러닝의 다양한 모델들의 원리에 대해 공부를 하며 이를 활용하여 캐글의 데이터셋을 활용하여 모델을 직접 활용해보기도 했습니다. 현재까지도 데이터 분석과 관련된 공부를 꾸준하게 진행중이며 머신 러닝, 딥 러닝, 강화 학습, sql 등 공부한 것을 정리하고 있습니다. 이번 프로그램을 통해 제가 그간 공부했던 것들의 지식을 단단히하며 각종 프로젝트를 진행하며 실제 데이터 분석이 어떻게 진행되는지 경험해보고싶습니다.",
"개인 사업을 운영하며 데이터 분석의 필요성을 깨달았습니다. 상품을 기획하고 제작하여 판매하는 모든 과정에서 결정 기준으로 삼을 수 있는 것은 자신의 감각뿐이었습니다. 사람들이 어떤 것을 필요로 하는지, 어떤 부분에서 불편함을 느끼는지, 어떤 이유로 이 상품을 구매하는지에 대해서 알기 위해서는 그저 짐작할 수 밖에 없었습니다. 같이 일하는 파트너와 의견이 부딪힐 때, 제 의견이 알맞은 방향이라는 것에 대한 확신을 스스로도 할 수 없었습니다. 함께 일하는 사람들이 동의할 수 있는 판단 기준을 만드는 것이 중요하다는 생각을 하게 되었습니다. 데이터 분석이 그 기준점이 될 수 있을 것이라고 생각합니다.

사업을 운영할 때 네이버 스마트 스토어와 인스타그램 프로페셔널 계정에서 제가 판매하는 상품들에 대한 데이터를 확인할 수 있었습니다. 그러나 데이터를 분석하고 그것을 기반으로 의사결정하는 형태를 전혀 알지 못해, 그 데이터를 활용할 수 없었습니다. 

사업을 정리한 후, 데이터 분석을 공부하기 위해 파이썬 기초와 SQL 기초를 독학했습니다. 네이버 부스트캠프에서 무료 강의를 듣고 초보자를 위해 만들어진 책을 정독하며 공부했습니다. 그러나 혼자 공부하는 데에는 한계가 있었습니다. 실무에서 사용 가능한 수준으로 데이터 분석을 배워보고 싶습니다. ",
" 데이터 분석에 관심을 가지게 된 계기는 데이터를 통해 현실에 직면한 많은 문제들을 다룰 수 있다고 생각하였기 때문입니다. 데이터 안에서 숨겨진 인사이트를 발견하고 해결 방안을 도출하는 일련의 과정들이 매력적으로 다가왔습니다. 수학과로 편입한 후에는 파이썬을 활용하여 독학으로 데이터 분석을 공부하였고, 간단한 분석을 통해 데이터 처리 과정을 익혔습니다. 
 이후 데이터 분석 동아리에서는 다양한 프로젝트를 수행하며 팀원들과의 협업과 프로젝트 발표를 통해 경험을 쌓았습니다. 그 중 미세먼지 절감을 위한 소수버스 노선 배치라는 주제가 기억에 남습니다. 정제되지 않은 공공데이터를 활용하였으며 분석에 필요한 각각의 변수를 관련 논문을 통해 수집해오는 과정들에서 많은 시간을 할애하며 많은 것을 배울 수 있었습니다. 
 캡스톤 디자인 수업에서는 네이버 웹툰 평점 분류와 자연어 처리를 기반으로 한 가짜 뉴스 분류 프로젝트를 진행하여 응용력을 향상시켰습니다. 네이버 웹툰 평점 분류 프로젝트에서는 크롤링으로 변수를 추출하고 decision tree와 xgboost 모델 등 분류모델을 최적화하여 평점을 효과적으로 분류하도록 하였습니다. 가짜 뉴스 분류에서는 자연어처리를 접해보는 경험이 되었으며 언어에 대한 전처리, transformer라는 모델을 배우는 기회가 되었습니다.
 마지막으로 학술제에 두 번 참여하여 수상한 경험이 있습니다. 첫번째는 ‘불균형 데이터 리샘플링 방법론’ 연구로 데이터에 따라 다양한 샘플링 방법을 적용해보고 어떤 분류기와 샘플링 방법이 잘 맞는지에 대한 결론을 도출했습니다. 두번째는 ‘maxent를 이용한 기후변화에 따른 낙동강 유역의 어류 개체수 변화’라는 주제로 공간통계 방법론을 이용하여 미래기후에 따른 어류 개체수와 이동 패턴을 예측하였습니다. 또한, 통계 학부인턴 세미나와 구글 딥러닝 부트캠프를 통해 통계적 방법론과 머신러닝, 딥러닝의 기본 이론을 학습하였습니다. ",
"1) 모 기업 부설연구소에 취직해 환경 관련 데이터베이스를 구축하는 업무를 맡아 진행했습니다. 이는 다년차 사업으로 자료를 수집해 구축하고 결과를 전년도와 비교하는 업무였습니다. 다년차 사업인 만큼 형식이 갖춰졌기에 저의 생각이 필요한 부분은 적었습니다. 한편으로는 아무런 준비도 없이 어떤 분야에서 유의미한 경험을 쌓을 수 없는 것은 당연한 것이라고 느꼈습니다. 저는 데이터와 관련된 기술과 지식을 착실하게 배워 데이터 사업과 관련해 유의미한 인력이 되고 싶습니다.

2) 위에서 말한 업무에 대해 설명드리겠습니다. 데이터베이스의 주제는 토양오염입니다. 각 지자체에서 토양환경과 관련한 자료 (행정명령, 신고서, 조사 보고서, 등)를 수집합니다. 자료는 종류별로 한 엑셀 형태의 데이터베이스로 구축되고 각 세부내용은 시트로 구분됩니다. 이후 데이터베이스 간 내용일치를 확인하고 전년도와 비교한 결과값, 전체 누적량, gis를 활용한 시각화을 통해 결과보고서를 작성하는 사업이었습니다. gis의 경우 저의 업무가 아니었기에 gis 경험은 없습니다. ",
처음 대학에 입학했을 때 제가 들어갔던 과는 평범한 경영학과였습니다. 그러나 이후 4년에 걸쳐 학과 전반의 걸친 커리큘럼 변화가 2차례 있었고 제가 사회복무를 마치고 1년 6개월 남은 학기를 마치기 위해 복학했을 때 제 학과는 데이터 경영학과가 되어있었습니다. 그렇게 뒤늦게 아무런 기초 없이 복학생 신분으로 처음 듣게 된 데이터 관련 강의들. R과 python을 활용한 정신없이 휘몰아치는 강의에 당시에는 그저 흥미를 느낄새도 없이 좋은 성적을 위한 최선으로만 임했던 거 같습니다. 그러나 시간이 지나고 보니 힘든 기억들은 조금 잊히고 당시에 어려웠던 과제들을 해결하면서 느꼈었던 희열과 문제를 해결하기 위해서 팀원과 수 시간이 넘도록 통화하며 결국 해냈을 때의 성취감이 남아있었습니다. 이해하기 힘들었지만 명확한 논리로 연결되어 작동하는 코드들 당시엔 지겹도록 싫었는데. 다시 한번 부딪혀 보고 싶습니다.,
"대학생활 중에 전공에 흥미를 찾을 수 없어서 다른 분야로 진로를 바꾸기로 결정했습니다. 다양한 직무를 찾아보던 중에 마케팅직무에 관심이 생겼고, 비전공자인 저에게 마케팅에서 더 경쟁력있는 능력을 키울 수 있는 점을 고민해봤습니다. sns, 블로그 마케팅보다는 디지털마케팅이 마음에 들었고 더 잘할 수 있다는 생각이 들었습니다. 디지털마케팅에서 데이터분석 능력을 갖춘다면 지원시 유리한 점이 될 것이고, 대학에서 실험분석을 위주로 해서 데이터 분석에도 잘 적응할거라고 생각합니다. 현재 ADsP 준전문가와 SQLD자격증은 딴 상태고, 코드잇을 통해 데이터 분석 공부를 하고 있습니다. 데이터 부분 학습이 거의 끝나가는 시점에서 프로젝트를 시작하려고 하는데도 어려움이 많아서 더 심화된 학습을 하고자 테킷 데이터 분석 스쿨 3기에 지원합니다.",
"1) 대학교 원서 지원할 때, 언론 및 미디어에서 데이터의 중요성과 AI로 대체되는 미래를 보여주는 뉴스를 보고 데이터에 관심을 가지게 되었습니다. 따라서 대학교 전공도 이와 관련된 학과로 지원하게 되었습니다. 엄청난 양의 빅데이터에서 숨어있는 인사이트를 찾아내는 것이 즐겁다고 생각했고 그 인사이트를 가지고 의미 있는 모델을 만들어 AI 기술로 활용할 수 있다는 점이 정말 흥미로웠습니다.단순히 흥미를 가지는 것으로는 충분하지 않다고 생각해 이번 교육에도 관심이 생겨 지원했습니다.
2) 저는 데이터 분석과 관련된 경험을 많이 쌓기 위해서 노력했습니다. 더 깊은 내용을 배우고 싶어 대학 동아리를 통해 파이토치를 이용한 이미지 분류 딥러닝 프로젝트를 진행했으며 랩실에선 통합 특성 중요도 분석 기법을 이용해 국민건강영양조사 데이터에서 혈중 비타민D의 관련 인자를 발굴하는 논문도 작성한 경험이 있습니다. 이 프로젝트를 통해 복잡한 형태의 데이터를 어떻게 전처리 해야 하는지 배우고 다양한 머신러닝 모델을 이용해보았습니다. 또한 데이콘에서 유전체 품종 분류 대회에 참가해 배경지식이 부족한 데이터에서 EDA를 통해 최대한 많은 특징을 찾아내고 진행한 EDA를 기반으로 데이터를 다양한 버전으로 전처리한 후 성능이 가장 잘 나오는 모델을 찾아 높은 성능을 보여주는 유전체 품종 분류 모델을 만들었습니다. 첫 공모전이었지만 높은 순위에 들어 좋은 성과를 낼 수 있었습니다. 마지막 여름방학에는 데이터청년캠퍼스라는 프로그램에 지원하여 데이터와 관련된 전반적인 교육을 듣고 해커톤 참가 및 심화 프로젝트도 진행하였습니다. 교육의 내용이 빈약한 편이었지만 해커톤과 프로젝트를 참여할 수 있었습니다. 그리고 마지막 학기엔 AI분야 인턴으로 근무하며 실무에선 AI가 어떻게 활용될 수 있고 다양한 딥러닝 모델을 이용해 업무를 수행했습니다. 데이터와 관련된 다양한 경험을 했지만 좋은 퀄리티의 교육을 들으며 기초를 다지고 데이터 분석법 및 인사이트 추출에 대한 역량을 더 키우고 싶습니다.",
"대학원에서 실험을 진행하면서 데이터 분야에 관심을 가지게 되었습니다. 처음 심리학을 선택했을 때 예상했던 것보다 실험심리학은 훨씬 더 엄정한 과학이었고 수많은 숫자와 통계, 수학에 압도되는 느낌을 받을 때도 있었습니다. 심지어 전혀 생각하지 못했던 프로그래밍 지식까지 요구되었습니다. 실험을 컴퓨터로 진행해 데이터를 수집하고 분석하는 모든 과정에서 프로그래밍이 사용되었습니다. 쉽지는 않았지만 실험을 진행해나가며 파편화된 정보들을 의미 있는 분석 결과로 만들어가는 과정은 놀라운 경험이었습니다. 구조화된 정보들을 체계적으로 분석하면 뇌영상 기구를 사용하지 않고도 뇌의 작동 기전을 밝혀낼 수도 있었습니다. 대학원에서의 경험은 놀라웠지만 학문의 엄밀함으로 인해 그 적용 범위가 대단히 제한되었습니다. 학문의 영역을 넘어 보다 다양한 데이터를 다뤄보고 싶어졌습니다.
대학원에서 진행했던 여러 실험 중 불쾌한 골짜기(Uncanny Valley) 관련 경험이 특히 기억에 남습니다. 불쾌한 골짜기란 사람과 대단히 유사한 기계에 대해 불쾌함을 느끼는 현상을 말합니다. 본격적인 프로젝트에 앞서 불쾌한 골짜기 현상이 실재함을 체계적으로 보일 필요가 있었습니다. 전혀 인간과 닮지 않은 기계부터 인간과 구별이 되지 않는 기계까지 방대한 양의 사진 데이터를 수집했습니다. 사진들에 대한 참가자들의 정서 반응을 리커트 척도(Likert Scale)를 사용해 정량적으로 측정했습니다. 참가자들은 인간과 유사할수록 더 긍정적 정서 반응을 보이는 일반 경향이 있었으나 기계가 인간과의 유사도가 아주 높아지는 구간에서 부정적 반응을 보이는 골짜기 현상이 실제로 관찰되었습니다. 해당 프로젝트로 얻어낸 불쾌한 골짜기에 대한 체계적인 데이터를 바탕으로 후속 프로젝트에서 시각 탐색 기법을 적용해 뇌에서의 정보 처리 영역까지 연구 영역을 넓힐 수 있었습니다.",
" 평소 지도 및 위치 정보 시스템에 대한 큰 관심을 가지고 있었습니다. 취업을 준비하던 중 다양한 산업 분야에서 데이터가 어떻게 활용되고 있는지에 대한 이야기를 듣고, 그중에서도 데이터 분석이 문제 해결과 의사결정에 어떻게 기여할 수 있는지에 대한 호기심이 생겼습니다. 이를 통해 학부 시절 배운 GIS와 나의 관심 분야를 접목해, 교통정보 데이터를 시각화하고 분석하여 문제 해결에 도움을 주는 일을 하고자 데이터 스쿨에 지원하게 되었습니다. 

 비록 현재는 관련 경험이 부족하지만, 데이터 분석 분야에 진입하기 위해 노력하고 있습니다. 온라인 강의와 튜토리얼을 통해 데이터 분석의 기초부터 시작하여 python, SQL 같은 언어를 스스로 학습하고 있습니다.

 아직은 초보자이지만 데이터 분석 분야에서의 성장과 발전에 대한 열정은 자신 있습니다. 데이터 분석 스쿨을 통해 실습 프로젝트 경험을 쌓아가면서 전문적인 데이터 분석가로 성장하고 싶습니다!",
" 저는 공간정보공학을 전공하며, 그와 관련된 프로젝트를 수행하여 원하는 데이터를 수집하고 가공하며 결과를 도출한 경험이 있습니다. 공간정보를 활용하여 많은 사람들의 의사 결정에 도움이 되는 서비스를 제공하는 것이 제 꿈인 만큼, 대한 원격탐사 학회에서 주관한 공모전에 가로 휴지통을 활용한 환경 공간 정보 구축 및 활용 방안_서울시 종로구를 대상으로라는 주제로 참가했습니다. 환경문제 해결과 서울시의 가로 휴지통 증설 관리 정책에 도움이 되고자 종로구를 대상으로 서울시에서 제공한 324개의 데이터 중 중복 여부를 확인하고, 70개의 가로 휴지통 주소 데이터베이스를 새로이 구축하여 지도상에 표시한 경험이 있습니다.
그러나 단순히 지도상에 위치 정보를 나타내는 것을 넘어, 매일매일 축적되는 다량의 데이터를 활용하여 사람들에게 보다 더 도움이 될 수 있는 유용한 서비스를 제공하고 싶다고 느꼈습니다. 공간정보공학을 전공했기에 내비게이션, 자율주행, 지도 서비스에 특히 관심이 있어 다양한 데이터를 활용한 관심 분야의 프로젝트를 진행하고 싶었습니다. 제가 관심 있는 분야에 가까워지기 위해서는 데이터를 자유롭게 다룰 수 있어야 하며 분석 능력을 갖춰야 한다고 생각했고 이때부터 데이터 분석에 본격적인 관심을 가지게 되었습니다.",success
"(1) 수치해석 전공수업에서 pandas와 numpy를 통한 데이터 생성과 분석 방법과 다양한 미분방정식에 대해 학습한 경험이 있습니다. 해당 전공을 수강하면서 데이터 분석에 관심을 가지게 되었고 교수님께서 제조업에서 갈수록 데이터 분석의 역량을 갈수록 중요하다는 멘트를 남길 때 제가 목표로 하는 제조업에서의 데이터 분석에 심도 있는 학습을 하려는 목표가 생겼습니다.

(2) 저는 수치해석 전공을 수강하고 외부 교육으로 ADSP 데이터 분석과 Spotfire 통계분석을 수강하며 시각화된 데이터들을 ANOVA, 상관분석, 회귀분석을 하는 방법들을 추가로 데이터 분석하는 방법을 학습하였습니다. 반도체 공정 시뮬레이션 전공에서 역설계를 통해 기존의 공정 데이터를 바탕으로 변화를 주고 원가절감을 이뤄내는 리버스 엔지니어링 프로젝트와 MEMS 공정설계에서도 같은 방식으로 원가절감을 이뤄내는 두 번의 공정설계 프로젝트를 수행하며 기존의 공정데이터를 분석하여 변화를 주고 개선 방안을 제시하는 역량을 키웠습니다. 추가로 6시그마 자격증을 취득하며 DMAIC 방법론을 따라 프로세스를 세우고 설계 과정에서의 중요도를 주는 방법을 학습하며 절차에 따른 품질개선 방법에 대해 학습하였습니다. 이후에 종합설계에서 원하는 주제 분야를 선정할 기회에서 딥러닝을 통한 화질개선을 주제로 잡고 프로젝트를 진행하게 되었습니다. 기존의 압축 기술인 JPEG을 기준으로 개선된 모델인 ARCNN부터 차근차근 구현을 해보았고 화질 평가 지표를 기존의 논문에서 사용된 PSNR과 추가로 Quality factor를 이용하여 성능 평가를 진행하였습니다. 학업과 짧은 외부 교육으로만은 기업에서 요구하는 데이터 분석 엔지니어로 근무하기에는 힘들다 생각이 들었습니다. 해당 교육과정을 통해 전문적인 데이터 핸들링과 분석 모델링을 통해 제가 목표로 하는 기업의 데이터 엔지니어로서 취업하고 싶어 지원하였습니다.",
"인공지능 전공 강의를 듣고 인공지능에 관하여 알고 싶어져 도서관에서 열 건 가량의 책을 빌렸습니다. 독학을 하며 인공지능의 처음은 데이터 분석이라는 부분을 느끼게 되었고 데이터 분석에 관련한 부분을 더 배우고자 코드인에서 진행하는 대학생 코딩 캠프에서 데이터 분석의 기초적인 내용과 파이썬을 배우며 틀을 잡았습니다. 그다음 단계로 데이터 사이언스와 머신 러닝의 이론에 대해 공부를 했습니다.
 대학생 코딩 캠프를 수료한 이후 부산시에서 진행하는 배울랑교라는 기업에서 인공지능을 위한 데이터 분석 강의를 한 달간 수료하고 정보통신산업진흥원에서 진행하는 엘리스 과정을 통하여 데이터 분석에 대한 기초 이론을 배웠습니다.
 한 달간 진행했던 네이버 부스트 코스에서 직접 머신러닝 모델을 만들어보고 팀원들과 과제를 수행하며 공부하면서 놓친 부분들까지 한 번 더 공부를 할 수 있었습니다.
 이러한 경험들과 지식들을 토대로 학교에서 진행하는 자격증 강의를 듣고 ADsP 자격증을 땄습니다. 더 나아가 ADP를 따고자 공부하고 있으며 틈틈이 K-mooc와 E-Koreatech에서 진행되는 강의를 수료하며 제가 부족한 부분들을 보완하고 있습니다.",
"저는 스타트업에서 Project Manager로 근무하며 프로젝트와 회사의 전략을 결정해야 했던 경험을 통해 데이터 분석의 중요성을 깨닫게 되었습니다. 이러한 경험을 통해 데이터가 최선의 선택을 위한 중요한 근거로 작용할 수 있다는 것을 인지하게 되었고, 이로 인해 데이터 분석에 대해 관심을 갖게 되었습니다.

데이터 분석에 대한 깊은 흥미는 클라이언트의 수익 분석 프로젝트를 통해 시작되었습니다. 이전에는 엑셀을 활용하여 매뉴얼하게 데이터를 처리하고 분석해보았습니다. 그러나 이것만으로는 방대한 양의 데이터와 다양한 결과를 충분히 이해하고 효과적인 결론을 도출하기 어려웠습니다. Youtube와 책을 통해 데이터 분석에 대한 정보를 얻으며 JSP와 Google Sheet를 연동하여 데이터를 분석한 경험이 있습니다. 이를 통해 회사의 수익 구조에 대한 심층적인 이해를 얻었고, 한 클라이언트에 너무 의존하고 있다는 결론을 도출하였습니다. 이러한 경험을 통해, 데이터 분석이 기존의 의사결정 과정을 개선하고 기업의 방향성을 명확히 제시할 수 있는 강력한 도구임을 깨달았습니다.

이러한 경험을 바탕으로 현재 직무에서 데이터 분석가로 이직하고, 더욱 깊이 있는 데이터 분석의 지식을 쌓고자 멋쟁이 사자의 데이터 분석 스쿨에 지원하게 되었습니다. ",
"대학교 수학 전공을 하면서 다른 분야의 공부가 궁금해져서 휴학 후 시도해 보았지만 결국 전공을 살리는 길을 선택하는 게 저에게 더 맞는 길 같았습니다. 그렇게 수학 관련으로 어느 직종이 있는지 검색도 해보고 자문도 해보다가 데이터 분석 관련해서 많이 지원하는 것을 보았습니다. 그래서 데이터 분석에 대해서 흥미가 생겼고 이쪽 방향으로 먼저 경력을 쌓다가 부족하면 대학원 진학도 고려하고 있습니다. 아쉽게도 데이터와 관련된 경험이 없어 회사 지원에 어려움을 겪을 것 같아서 학원 또는 부트캠프에서의 경험을 쌓는 것이 나을 것으로 생각했습니다. 그래서 데이터 프로젝트 경험이 전무하지만, 프로그램 실력을 쌓고 프로젝트 경험도 쌓아보고 싶어 지원하게 되었습니다.",
